Type,Source Database,ID,Name
Compound,ChEMBL,CHEMBL103785,
Compound,ChEMBL,CHEMBL1080394,
Compound,ChEMBL,CHEMBL107655,
Compound,ChEMBL,CHEMBL101383,
Compound,ChEMBL,CHEMBL101726,
Phenotype,HPO,HP:0004322,Short stature
Phenotype,HPO,HP:0004296,Abnormality of gastrointestinal vasculature
Phenotype,HPO,HP:0004940,Generalized arterial calcification
Phenotype,HPO,HP:0000750,Delayed speech and language development
Phenotype,HPO,HP:0000283,Broad face
Phenotype,HPO,HP:0002717,Adrenal overactivity
Phenotype,HPO,HP:0006256,Abnormality of hand joint mobility
Phenotype,HPO,HP:0007443,Partial albinism
Phenotype,HPO,HP:0002186,Apraxia
Phenotype,HPO,HP:0006392,Increased density of long bones
Phenotype,HPO,HP:0002385,Paraparesis
Phenotype,HPO,HP:0006593,Anomalous rib insertion to vertebrae
Phenotype,HPO,HP:0002882,Sudden episodic apnea
Phenotype,HPO,HP:0000586,Shallow orbits
Phenotype,HPO,HP:0008751,Laryngeal cleft
Phenotype,HPO,HP:0008046,Abnormal retinal vascular morphology
Phenotype,HPO,HP:0005243,Partial abdominal muscle agenesis
Phenotype,HPO,HP:0001540,Diastasis recti
Phenotype,HPO,HP:0007501,Streaks of hyperkeratosis along each finger onto the palm
Phenotype,HPO,HP:0004180,Short distal phalanx of the 3rd finger
Phenotype,HPO,HP:0002653,Bone pain
Phenotype,HPO,HP:0001001,Abnormality of subcutaneous fat tissue
Phenotype,HPO,HP:0005357,Defective B cell differentiation
Phenotype,HPO,HP:0005537,Decreased mean platelet volume
Phenotype,HPO,HP:0002576,Intussusception
Phenotype,HPO,HP:0000845,Growth hormone excess
Phenotype,HPO,HP:0004566,Pear-shaped vertebrae
Phenotype,HPO,HP:0000677,Oligodontia
Phenotype,HPO,HP:0008544,Abnormally folded helix
Phenotype,HPO,HP:0007513,Generalized hypopigmentation
Phenotype,HPO,HP:0005986,Limitation of neck motion
Phenotype,HPO,HP:0004754,Permanent atrial fibrillation
Phenotype,HPO,HP:0000998,Hypertrichosis
Phenotype,HPO,HP:0002722,Recurrent abscess formation
Phenotype,HPO,HP:0008314,Decreased activity of mitochondrial complex II
Phenotype,HPO,HP:0005326,Hypoplastic philtrum
Phenotype,HPO,HP:0000834,Abnormality of the adrenal glands
Phenotype,HPO,HP:0000982,Palmoplantar keratoderma
Phenotype,HPO,HP:0005339,Abnormality of complement system
Phenotype,HPO,HP:0005543,Reduced protein C activity
Phenotype,HPO,HP:0000876,Oligomenorrhea
Phenotype,HPO,HP:0001841,Preaxial foot polydactyly
Phenotype,HPO,HP:0001133,Constriction of peripheral visual field
Phenotype,HPO,HP:0001552,Barrel-shaped chest
Phenotype,HPO,HP:0002779,Tracheomalacia
Phenotype,HPO,HP:0002354,Memory impairment
Phenotype,HPO,HP:0007850,Retinal vascular proliferation
Phenotype,HPO,HP:0004979,Metaphyseal sclerosis
Phenotype,HPO,HP:0000567,Chorioretinal coloboma
Phenotype,HPO,HP:0003678,Rapidly progressive
Phenotype,HPO,HP:0006511,Laryngeal stridor
Phenotype,HPO,HP:0002103,Abnormal pleura morphology
Phenotype,HPO,HP:0006731,Follicular thyroid carcinoma
Phenotype,HPO,HP:0001118,Juvenile cataract
Phenotype,HPO,HP:0008559,Hypoplastic superior helix
Phenotype,HPO,HP:0003988,Long ulna
Phenotype,HPO,HP:0001944,Dehydration
Phenotype,HPO,HP:0003436,Prolonged miniature endplate currents
Phenotype,HPO,HP:0003690,Limb muscle weakness
Phenotype,HPO,HP:0002213,Fine hair
Phenotype,HPO,HP:0007465,Honeycomb palmoplantar keratoderma
Phenotype,HPO,HP:0003740,Myotonia with warm-up phenomenon
Phenotype,HPO,HP:0004361,Abnormality of circulating leptin level
Phenotype,HPO,HP:0001924,Sideroblastic anemia
Phenotype,HPO,HP:0002982,Tibial bowing
Phenotype,HPO,HP:0008053,Aplasia/Hypoplasia of the iris
Phenotype,HPO,HP:0002943,Thoracic scoliosis
Phenotype,HPO,HP:0000479,Abnormal retinal morphology
Phenotype,HPO,HP:0004831,Recurrent thromboembolism
Phenotype,HPO,HP:0000705,Amelogenesis imperfecta
Phenotype,HPO,HP:0005967,Mixed respiratory and metabolic acidosis
Phenotype,HPO,HP:0004592,Thoracic platyspondyly
Phenotype,HPO,HP:0008697,Hypoplasia of the fallopian tube
Phenotype,HPO,HP:0004307,Abnormal anatomic location of the heart
Phenotype,HPO,HP:0005464,Craniofacial osteosclerosis
Phenotype,HPO,HP:0001195,Single umbilical artery
Phenotype,HPO,HP:0000646,Amblyopia
Phenotype,HPO,HP:0004997,Multicentric ossification of proximal humeral epiphyses
Phenotype,HPO,HP:0005318,Cerebral vasculitis
Phenotype,HPO,HP:0007889,Iridescent posterior subcapsular cataract
Phenotype,HPO,HP:0000308,Microretrognathia
Phenotype,HPO,HP:0000162,Glossoptosis
Phenotype,HPO,HP:0001107,Ocular albinism
Phenotype,HPO,HP:0000640,Gaze-evoked nystagmus
Phenotype,HPO,HP:0002268,Paroxysmal dystonia
Phenotype,HPO,HP:0002652,Skeletal dysplasia
Phenotype,HPO,HP:0001169,Broad palm
Phenotype,HPO,HP:0007549,Desquamation of skin soon after birth
Phenotype,HPO,HP:0007020,Progressive spastic paraplegia
Phenotype,HPO,HP:0002591,Polyphagia
Phenotype,HPO,HP:0000410,Mixed hearing impairment
Phenotype,HPO,HP:0001852,Sandal gap
Phenotype,HPO,HP:0003607,4-hydroxyphenylacetic aciduria
Phenotype,HPO,HP:0008321,Reduced factor X activity
Phenotype,HPO,HP:0002041,Intractable diarrhea
Phenotype,HPO,HP:0001946,Ketosis
Phenotype,HPO,HP:0007530,Punctate palmoplantar hyperkeratosis
Phenotype,HPO,HP:0004622,Progressive intervertebral space narrowing
Phenotype,HPO,HP:0000656,Ectropion
Phenotype,HPO,HP:0000847,Abnormality of renin-angiotensin system
Function,GO,GO:0036002,pre-mRNA binding
Function,GO,GO:0004470,malic enzyme activity
Function,GO,GO:0008028,monocarboxylic acid transmembrane transporter activity
Function,GO,GO:0044020,histone methyltransferase activity (H4-R3 specific)
Function,GO,GO:0038021,leptin receptor activity
Function,GO,GO:0102009,proline dipeptidase activity
Function,GO,GO:0055105,ubiquitin-protein transferase inhibitor activity
Function,GO,GO:0005095,GTPase inhibitor activity
Function,GO,GO:0031861,prolactin-releasing peptide receptor binding
Function,GO,GO:0004869,cysteine-type endopeptidase inhibitor activity
Function,GO,GO:0005540,hyaluronic acid binding
Function,GO,GO:0004108,citrate (Si)-synthase activity
Function,GO,GO:0071723,lipopeptide binding
Function,GO,GO:0008296,3'-5'-exodeoxyribonuclease activity
Function,GO,GO:0030165,PDZ domain binding
Function,GO,GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity
Function,GO,GO:0031708,endothelin B receptor binding
Function,GO,GO:0050479,glyceryl-ether monooxygenase activity
Function,GO,GO:0035605,peptidyl-cysteine S-nitrosylase activity
Function,GO,GO:0042164,interleukin-12 alpha subunit binding
Function,GO,GO:0070577,lysine-acetylated histone binding
Function,GO,GO:0005543,phospholipid binding
Function,GO,GO:0003912,DNA nucleotidylexotransferase activity
Function,GO,GO:0047710,bis(5'-adenosyl)-triphosphatase activity
Function,GO,GO:0005272,sodium channel activity
Function,GO,GO:0016296,palmitoyl-[acyl-carrier-protein] hydrolase activity
Function,GO,GO:0004503,monophenol monooxygenase activity
Function,GO,GO:0008081,phosphoric diester hydrolase activity
Function,GO,GO:0061750,acid sphingomyelin phosphodiesterase activity
Function,GO,GO:0046965,retinoid X receptor binding
Function,GO,GO:0001596,angiotensin type I receptor activity
Function,GO,GO:0032052,bile acid binding
Function,GO,GO:0019772,low-affinity IgG receptor activity
Function,GO,GO:0035731,dinitrosyl-iron complex binding
Function,GO,GO:0022852,glycine-gated chloride ion channel activity
Function,GO,GO:0008332,low voltage-gated calcium channel activity
Function,GO,GO:0031370,eukaryotic initiation factor 4G binding
Function,GO,GO:0102391,decanoate-CoA ligase activity
Function,GO,GO:0005459,UDP-galactose transmembrane transporter activity
Function,GO,GO:0033218,amide binding
Function,GO,GO:0005391,sodium:potassium-exchanging ATPase activity
Function,GO,GO:0035478,chylomicron binding
Function,GO,GO:0033829,O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity
Function,GO,GO:0045504,dynein heavy chain binding
Function,GO,GO:0002153,steroid receptor RNA activator RNA binding
Function,GO,GO:0043139,5'-3' DNA helicase activity
Function,GO,GO:0050436,microfibril binding
Function,GO,GO:1904013,xenon atom binding
Function,GO,GO:0051908,double-stranded DNA 5'-3' exodeoxyribonuclease activity
Function,GO,GO:0004462,lactoylglutathione lyase activity
Function,GO,GO:0097726,LEM domain binding
Function,GO,GO:0102158,very-long-chain 3-hydroxyacyl-CoA dehydratase activity
Function,GO,GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity"
Function,GO,GO:0045499,chemorepellent activity
Function,GO,GO:0046848,hydroxyapatite binding
Function,GO,GO:0004375,glycine dehydrogenase (decarboxylating) activity
Function,GO,GO:0009922,fatty acid elongase activity
Function,GO,GO:0052824,"dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity"
Function,GO,GO:0017110,nucleoside-diphosphatase activity
Function,GO,GO:0045523,interleukin-27 receptor binding
Function,GO,GO:0003700,DNA-binding transcription factor activity
Function,GO,GO:0097690,iron channel inhibitor activity
Function,GO,GO:0005119,smoothened binding
Function,GO,GO:0060229,lipase activator activity
Function,GO,GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity
Function,GO,GO:0047288,monosialoganglioside sialyltransferase activity
Function,GO,GO:0019145,aminobutyraldehyde dehydrogenase activity
Function,GO,GO:0140065,peptide butyryltransferase activity
Function,GO,GO:0019978,interleukin-3 binding
Function,GO,GO:0043199,sulfate binding
Function,GO,GO:0051424,corticotropin-releasing hormone binding
Function,GO,GO:0016412,serine O-acyltransferase activity
Function,GO,GO:0045153,"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity"
Function,GO,GO:0080023,3R-hydroxyacyl-CoA dehydratase activity
Function,GO,GO:0031723,CXCR4 chemokine receptor binding
Function,GO,GO:0017057,6-phosphogluconolactonase activity
Function,GO,GO:1905394,retromer complex binding
Function,GO,GO:0004408,holocytochrome-c synthase activity
Function,GO,GO:0004900,erythropoietin receptor activity
Function,GO,GO:0004065,arylsulfatase activity
Function,GO,GO:0052723,inositol hexakisphosphate 1-kinase activity
Function,GO,GO:0015190,L-leucine transmembrane transporter activity
Function,GO,GO:0005248,voltage-gated sodium channel activity
Function,GO,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed"
Function,GO,GO:0004850,uridine phosphorylase activity
Function,GO,GO:0005169,neurotrophin TRKB receptor binding
Function,GO,GO:0018549,methanethiol oxidase activity
Function,GO,GO:0019789,SUMO transferase activity
Function,GO,GO:0008891,glycolate oxidase activity
Function,GO,GO:0052381,tRNA dimethylallyltransferase activity
Function,GO,GO:0004743,pyruvate kinase activity
Function,GO,GO:0022829,wide pore channel activity
Function,GO,GO:0047860,diiodophenylpyruvate reductase activity
Function,GO,GO:0031730,CCR5 chemokine receptor binding
Function,GO,GO:0004549,tRNA-specific ribonuclease activity
Function,GO,GO:0061920,protein propionyltransferase activity
Function,GO,GO:0030156,benzodiazepine receptor binding
Function,GO,GO:0004555,"alpha,alpha-trehalase activity"
Function,GO,GO:0038191,neuropilin binding
Function,GO,GO:0015467,G-protein activated inward rectifier potassium channel activity
Tissue,GDSC,SIDM01039,urogenital_system
Tissue,GDSC,SIDM01026,aero_digestive_tract
Tissue,GDSC,SIDM01172,blood
Tissue,GDSC,SIDM00493,lung
Tissue,GDSC,SIDM00206,nervous_system
Tissue,GDSC,SIDM00512,lung
Tissue,GDSC,SIDM00469,pancreas
Tissue,GDSC,SIDM00810,lung
Tissue,GDSC,SIDM00281,skin
Tissue,GDSC,SIDM01194,digestive_system
Tissue,GDSC,SIDM00684,nervous_system
Tissue,GDSC,SIDM00513,lung
Tissue,GDSC,SIDM00421,blood
Tissue,GDSC,SIDM01169,urogenital_system
Tissue,GDSC,SIDM00413,blood
Tissue,GDSC,SIDM00905,urogenital_system
Tissue,GDSC,SIDM01101,nervous_system
Tissue,GDSC,SIDM00313,blood
Tissue,GDSC,SIDM00454,soft_tissue
Tissue,GDSC,SIDM00697,lung
Tissue,GDSC,SIDM01057,blood
Tissue,GDSC,SIDM00044,aero_digestive_tract
Tissue,GDSC,SIDM01112,bone
Tissue,GDSC,SIDM00473,aero_digestive_tract
Tissue,GDSC,SIDM00890,skin
Tissue,GDSC,SIDM00198,bone
Tissue,GDSC,SIDM00451,blood
Tissue,GDSC,SIDM00128,aero_digestive_tract
Tissue,GDSC,SIDM00064,digestive_system
Tissue,GDSC,SIDM00301,pancreas
Tissue,GDSC,SIDM00602,digestive_system
Tissue,GDSC,SIDM00585,digestive_system
Tissue,GDSC,SIDM00126,skin
Tissue,GDSC,SIDM00929,bone
Tissue,GDSC,SIDM01220,nervous_system
Tissue,GDSC,SIDM00319,skin
Tissue,GDSC,SIDM00115,aero_digestive_tract
Tissue,GDSC,SIDM00763,lung
Tissue,GDSC,SIDM00100,lung
Tissue,GDSC,SIDM01025,aero_digestive_tract
Tissue,GDSC,SIDM00713,lung
Tissue,GDSC,SIDM00472,urogenital_system
Tissue,GDSC,SIDM00220,urogenital_system
Tissue,GDSC,SIDM00875,breast
Tissue,GDSC,SIDM00997,thyroid
Tissue,GDSC,SIDM00284,skin
Tissue,GDSC,SIDM00363,blood
Tissue,GDSC,SIDM01210,nervous_system
Tissue,GDSC,SIDM00560,digestive_system
Tissue,GDSC,SIDM00910,nervous_system
Tissue,GDSC,SIDM01017,blood
Tissue,GDSC,SIDM00348,aero_digestive_tract
Tissue,GDSC,SIDM00781,digestive_system
Tissue,GDSC,SIDM00552,soft_tissue
Tissue,GDSC,SIDM00043,aero_digestive_tract
Tissue,GDSC,SIDM00410,blood
Tissue,GDSC,SIDM00853,soft_tissue
Tissue,GDSC,SIDM00296,lung
Tissue,GDSC,SIDM00973,skin
Tissue,GDSC,SIDM01105,skin
Tissue,GDSC,SIDM00632,blood
Tissue,GDSC,SIDM00355,lung
Tissue,GDSC,SIDM00120,urogenital_system
Tissue,GDSC,SIDM01038,blood
Tissue,GDSC,SIDM00203,bone
Tissue,GDSC,SIDM00816,kidney
Tissue,GDSC,SIDM00581,nervous_system
Tissue,GDSC,SIDM00442,thyroid
Tissue,GDSC,SIDM00425,urogenital_system
Tissue,GDSC,SIDM00604,aero_digestive_tract
Tissue,GDSC,SIDM01011,blood
Tissue,GDSC,SIDM00448,blood
Tissue,GDSC,SIDM00829,blood
Tissue,GDSC,SIDM00955,skin
Tissue,GDSC,SIDM00627,urogenital_system
Tissue,GDSC,SIDM00406,blood
Tissue,GDSC,SIDM00506,lung
Tissue,GDSC,SIDM00672,digestive_system
Tissue,GDSC,SIDM01159,soft_tissue
Tissue,GDSC,SIDM00299,soft_tissue
Tissue,GDSC,SIDM00332,breast
Tissue,GDSC,SIDM00482,blood
Tissue,GDSC,SIDM00535,bone
Tissue,GDSC,SIDM00292,lung
Tissue,GDSC,SIDM00480,urogenital_system
Tissue,GDSC,SIDM00475,urogenital_system
Tissue,GDSC,SIDM01080,aero_digestive_tract
Tissue,GDSC,SIDM00611,kidney
Tissue,GDSC,SIDM00407,blood
Tissue,GDSC,SIDM00136,digestive_system
Tissue,GDSC,SIDM00114,lung
Tissue,GDSC,SIDM00817,kidney
Tissue,GDSC,SIDM00926,lung
Tissue,GDSC,SIDM00112,kidney
Tissue,GDSC,SIDM00548,lung
Tissue,GDSC,SIDM00238,urogenital_system
Tissue,GDSC,SIDM01032,aero_digestive_tract
Tissue,GDSC,SIDM00694,digestive_system
Tissue,GDSC,SIDM00253,nervous_system
Tissue,GDSC,SIDM00569,bone
Tissue,GDSC,SIDM00205,bone
Tissue,GDSC,SIDM01078,lung
Tissue,GDSC,SIDM00483,aero_digestive_tract
Tissue,GDSC,SIDM00881,breast
Tissue,GDSC,SIDM00920,breast
Tissue,GDSC,SIDM00426,soft_tissue
Tissue,GDSC,SIDM01084,bone
Tissue,GDSC,SIDM00336,skin
Tissue,GDSC,SIDM00210,urogenital_system
Tissue,GDSC,SIDM00570,digestive_system
Tissue,GDSC,SIDM00392,skin
Tissue,GDSC,SIDM01129,lung
Tissue,GDSC,SIDM00529,breast
Tissue,GDSC,SIDM00538,aero_digestive_tract
Tissue,GDSC,SIDM00261,bone
Tissue,GDSC,SIDM01145,digestive_system
Tissue,GDSC,SIDM00049,digestive_system
Tissue,GDSC,SIDM00293,lung
Tissue,GDSC,SIDM01121,lung
Tissue,GDSC,SIDM00211,blood
Tissue,GDSC,SIDM00094,kidney
Tissue,GDSC,SIDM00603,aero_digestive_tract
Tissue,GDSC,SIDM00831,aero_digestive_tract
Tissue,GDSC,SIDM00121,blood
Tissue,GDSC,SIDM00901,urogenital_system
Tissue,GDSC,SIDM00884,breast
Tissue,GDSC,SIDM01040,urogenital_system
Tissue,GDSC,SIDM00111,nervous_system
Tissue,GDSC,SIDM00927,lung
Tissue,GDSC,SIDM00489,aero_digestive_tract
Tissue,GDSC,SIDM00394,urogenital_system
Tissue,GDSC,SIDM00134,lung
Tissue,GDSC,SIDM00889,urogenital_system
Tissue,GDSC,SIDM00400,blood
Tissue,GDSC,SIDM00232,kidney
Tissue,GDSC,SIDM00477,aero_digestive_tract
Tissue,GDSC,SIDM00579,nervous_system
Tissue,GDSC,SIDM01141,urogenital_system
Tissue,GDSC,SIDM00326,aero_digestive_tract
Tissue,GDSC,SIDM01000,skin
Tissue,GDSC,SIDM01042,breast
Tissue,GDSC,SIDM00252,digestive_system
Tissue,GDSC,SIDM00969,urogenital_system
Tissue,GDSC,SIDM01186,breast
Tissue,GDSC,SIDM01060,skin
Tissue,GDSC,SIDM00989,urogenital_system
Tissue,GDSC,SIDM00460,blood
Tissue,GDSC,SIDM00418,thyroid
Tissue,GDSC,SIDM00778,digestive_system
Tissue,GDSC,SIDM01259,blood
Tissue,GDSC,SIDM01139,pancreas
Tissue,GDSC,SIDM00504,nervous_system
Tissue,GDSC,SIDM00801,skin
Tissue,GDSC,SIDM00416,blood
Tissue,GDSC,SIDM01155,nervous_system
Tissue,GDSC,SIDM00447,blood
Tissue,GDSC,SIDM00716,lung
Tissue,GDSC,SIDM00749,lung
Tissue,GDSC,SIDM00719,lung
Tissue,GDSC,SIDM00505,pancreas
Tissue,GDSC,SIDM00320,lung
Tissue,GDSC,SIDM00453,pancreas
Tissue,GDSC,SIDM00629,breast
Tissue,GDSC,SIDM00698,lung
Tissue,GDSC,SIDM00735,lung
Tissue,GDSC,SIDM00435,blood
Tissue,GDSC,SIDM00123,kidney
Tissue,GDSC,SIDM00414,urogenital_system
Tissue,GDSC,SIDM01156,lung
Tissue,GDSC,SIDM00935,urogenital_system
Tissue,GDSC,SIDM00352,urogenital_system
Tissue,GDSC,SIDM00657,blood
Tissue,GDSC,SIDM00181,urogenital_system
Tissue,GDSC,SIDM01150,lung
Tissue,GDSC,SIDM00047,lung
Tissue,GDSC,SIDM00240,urogenital_system
Tissue,GDSC,SIDM00051,bone
Tissue,GDSC,SIDM01191,bone
Tissue,GDSC,SIDM00940,breast
Tissue,GDSC,SIDM00750,lung
Tissue,GDSC,SIDM00797,skin
Tissue,GDSC,SIDM01133,lung
Tissue,GDSC,SIDM00091,urogenital_system
Tissue,GDSC,SIDM00212,nervous_system
Tissue,GDSC,SIDM00315,nervous_system
Tissue,GDSC,SIDM00274,digestive_system
Tissue,GDSC,SIDM01205,blood
Tissue,GDSC,SIDM01173,soft_tissue
Tissue,GDSC,SIDM00961,bone
Tissue,GDSC,SIDM00909,skin
Tissue,GDSC,SIDM00318,kidney
Tissue,GDSC,SIDM00150,digestive_system
Tissue,GDSC,SIDM00499,urogenital_system
Tissue,GDSC,SIDM00662,skin
Tissue,GDSC,SIDM01146,digestive_system
Tissue,GDSC,SIDM00974,skin
Tissue,GDSC,SIDM00270,aero_digestive_tract
Tissue,GDSC,SIDM00730,lung
Tissue,GDSC,SIDM00502,blood
Tissue,GDSC,SIDM01090,digestive_system
Tissue,Pharos,UBERON:0002060,Femoral artery
Tissue,Pharos,UBERON:0000402,Nasal vestibule
Tissue,Pharos,UBERON:0004069,Accessory olfactory bulb
Tissue,Pharos,UBERON:0001966,Pars reticulata
Tissue,Pharos,UBERON:0002576,temporal pole
Tissue,Pharos,UBERON:0002871,motor hypoglossal nucleus
Tissue,Pharos,UBERON:0002411,Clitoris
Tissue,Pharos,UBERON:0000415,Artery wall
Tissue,Pharos,UBERON:0002523,Tunica intima vasorum
Tissue,Pharos,UBERON:0001161,Gastric corpus
Tissue,Pharos,UBERON:0001763,Dental papilla
Tissue,Pharos,UBERON:0001879,nucleus of the diagonal band
Tissue,Pharos,UBERON:0000315,Subarachnoid space
Tissue,Pharos,UBERON:0000053,Macula lutea
Tissue,Pharos,UBERON:0002261,Posterior spinal root
Tissue,Pharos,UBERON:0000930,Stomodeum
Tissue,Pharos,UBERON:0001714,Cranial ganglion
Tissue,Pharos,UBERON:0001072,Inferior vena cava
Tissue,Pharos,CL:0000312,Keratinocyte
Tissue,Pharos,GO:0031012,skin 2 - extracellular matrix
Tissue,Pharos,UBERON:0002023,claustrum
Tissue,Pharos,UBERON:0004347,Limb bud
Tissue,Pharos,CL:0000601,Outer hair cell
Tissue,Pharos,UBERON:0002143,dorsal tegmental nucleus
Tissue,Pharos,UBERON:0002684,nucleus raphe obscurus
Tissue,Pharos,UBERON:0002349,Myocardium
Tissue,Pharos,UBERON:0002260,Anterior spinal root
Tissue,Pharos,UBERON:0001751,Dentin
Tissue,Pharos,UBERON:0002368,Endocrine gland
Tissue,Pharos,UBERON:0002963,"reticular pontine nucleus, caudal"
Tissue,Pharos,UBERON:0002398,Hand
Tissue,Pharos,UBERON:0001789,Outer nuclear layer
Tissue,Pharos,UBERON:0002483,Cancellous bone
Tissue,Pharos,CL:0002609,Cerebral cortical neuron
Tissue,Pharos,UBERON:0001979,Venule
Tissue,Pharos,UBERON:0001923,centromedial thalamic nucleus
Tissue,Pharos,UBERON:0008281,Tooth bud
Tissue,Pharos,UBERON:0001874,putamen
Tissue,Pharos,UBERON:0001236,Adrenal medulla
Tissue,Pharos,UBERON:0002743,Basal forebrain
Tissue,Pharos,UBERON:0001734,Palatine uvula
Tissue,Pharos,UBERON:0001043,Adult Esophagus
Tissue,Pharos,UBERON:0000348,Ophthalmic nerve
Tissue,Pharos,UBERON:0002463,Hamstring muscle
Tissue,Pharos,UBERON:0008338,Foot sole
Tissue,Pharos,UBERON:0000401,Mandibular ramus
Tissue,Pharos,UBERON:0002686,angular gyrus
Tissue,Pharos,UBERON:0004167,"orbitofrontal gyrus, anterior"
Tissue,Pharos,UBERON:0001019,Fibre tract
Tissue,Pharos,UBERON:0000155,Theca folliculi
Tissue,Pharos,UBERON:0007188,Pericardial mesothelium
Tissue,Pharos,UBERON:0007633,nuclei of the trapezoid body
Tissue,Pharos,UBERON:0002956,Stratum granulosum cerebelli
Tissue,Pharos,CL:0000988,Hematopoietic cell
Tissue,Pharos,UBERON:0002334,Submandibular gland duct
Tissue,Pharos,UBERON:0000044,Spinal ganglion
Tissue,Pharos,UBERON:0001723,tongue
Tissue,Pharos,UBERON:0002299,Alveolus
Tissue,Pharos,UBERON:0000474,Female reproductive system
Tissue,Pharos,UBERON:0001052,Adult Rectum
Tissue,Pharos,UBERON:0001893,Telencephalon
Tissue,Pharos,CL:0000737,Striated muscle cell
Tissue,Pharos,UBERON:0008989,Esophageal gland
Tissue,Pharos,CL:0000501,Granulosa cell
Tissue,Pharos,UBERON:0000490,Pavement epithelium
Tissue,Pharos,UBERON:0035966,Scleral lamina cribrosa
Tissue,Pharos,UBERON:0002418,Cartilage
Tissue,Pharos,CL:0000100,Motoneuron
Tissue,Pharos,UBERON:0001727,Taste bud
Tissue,Pharos,UBERON:0000395,Cochlear ganglion
Tissue,Pharos,UBERON:0001650,Hypoglossal nerve
Tissue,Pharos,UBERON:0019190,Peribronchial gland
Tissue,Pharos,UBERON:0004681,Vestibular system
Tissue,Pharos,CL:0000645,Pituicyte
Tissue,Pharos,UBERON:0005401,Cerebral gray matter
Tissue,Pharos,UBERON:0002160,prepositus hypoglossal nucleus
Tissue,Pharos,UBERON:0001785,Cranial nerve
Tissue,Pharos,UBERON:0001648,Vestibulocochlear nerve
Tissue,Pharos,UBERON:0002313,Hippocampal pyramidal layer
Tissue,Pharos,UBERON:0001229,Renal corpuscle
Tissue,Pharos,UBERON:0001333,Male urethra
Tissue,Pharos,UBERON:0004645,Urinary bladder epithelium
Tissue,Pharos,UBERON:0002071,Stratum lucidum
Tissue,Pharos,UBERON:0001158,Colon descendens
Tissue,Pharos,CL:0000065,Ependymocyte
Tissue,Pharos,UBERON:0000174,BTO:0000491
Tissue,Pharos,UBERON:0006102,Brodmann area 35
Tissue,Pharos,UBERON:0007650,Gastroesophageal junction
Tissue,Pharos,CL:0000018,Spermatid
Tissue,Pharos,UBERON:0007227,superior vestibular nucleus
Tissue,Pharos,UBERON:0002462,Sacrospinalis
Tissue,Pharos,UBERON:0001772,Corneal epithelium
Tissue,Pharos,UBERON:0000358,Blastocyst
Tissue,Pharos,UBERON:0000326,Pancreatic juice
Tissue,Pharos,UBERON:0002870,dorsal motor vagal complex
Tissue,Pharos,UBERON:0000998,seminal vesicle - glandular cells
Tissue,Pharos,UBERON:0001871,Temporal lobe
Tissue,Pharos,UBERON:0002464,Nerve trunk
Tissue,Pharos,UBERON:0002054,Zona fasciculata
Tissue,Pharos,UBERON:0000933,Pharyngeal muscle
Tissue,Pharos,UBERON:0004998,Pyloric mucosa
Tissue,Pharos,UBERON:0000965,Lens
Tissue,Pharos,UBERON:0002873,"spinal trigeminal nucleus, interpolar"
Tissue,Pharos,UBERON:0002298,Brain stem
Tissue,Pharos,UBERON:0002073,Hair follicle
Tissue,Pharos,UBERON:0008982,Fascia
Tissue,Pharos,CL:0002246,Peripheral blood stem cell
Tissue,Pharos,UBERON:0002947,frontal operculum
Tissue,Pharos,UBERON:0006964,Pars distalis
Tissue,Pharos,UBERON:0014390,Ileum smooth muscle
Tissue,Pharos,UBERON:0001465,Knee
Tissue,Pharos,UBERON:0001902,Small intestine epithelium
Tissue,Pharos,UBERON:0001242,Intestinal mucosa
Tissue,Pharos,UBERON:0004894,Alveolar wall
Tissue,Pharos,UBERON:0001950,Neocortex
Tissue,Pharos,UBERON:0002185,bronchus - respiratory epithelial cells
Tissue,Pharos,CL:0000158,Clara cell
Tissue,Pharos,UBERON:0001891,Midbrain
Tissue,Pharos,UBERON:0004825,Dental lamina
Tissue,Pharos,UBERON:0002222,Perichondrium
Tissue,Pharos,UBERON:0006609,Corpus cavernosum
Tissue,Pharos,UBERON:0001997,Olfactory epithelium
Tissue,Pharos,UBERON:0005294,Urogenital ridge
Tissue,Pharos,UBERON:0002026,Stratum spinosum
Tissue,Pharos,UBERON:0004713,Corpus cavernosum penis
Tissue,Pharos,UBERON:0000387,Meniscus
Tissue,Pharos,UBERON:0002025,Stratum germinativum
Tissue,Pharos,UBERON:0001098,Incisor
Tissue,Pharos,UBERON:0001870,Adult Frontal Cortex
Tissue,Pharos,UBERON:0007311,Sputum
Tissue,Pharos,UBERON:0002186,Bronchiole
Tissue,Pharos,CL:0000125,Glial cell
Tissue,Pharos,UBERON:0000121,Perineurium
Tissue,Pharos,UBERON:0001473,Lymph vessel
Tissue,Pharos,UBERON:0007026,Fetal Gut
Tissue,Pharos,UBERON:0000317,Colonic mucosa
Tissue,Pharos,UBERON:0001904,habenula
Tissue,Pharos,UBERON:0001898,Hypothalamus
