Source Type,Source ID,Target Type,Target ID,Label
Gene,DENND2A,Gene,BEX5,Is_Ortholog_To
Gene,DDX6,Gene,CLEC11A,Is_Ortholog_To
Gene,ARF5,Gene,CHRD,Is_Ortholog_To
Gene,CNBD2,Gene,AKR7A3,Is_Ortholog_To
Gene,DBNL,Gene,DEFA5,Is_Ortholog_To
Gene,CIB3,Gene,CFAP58,Is_Ortholog_To
Gene,BABAM2,Gene,CHCHD3,Is_Ortholog_To
Gene,DCTN1,Gene,APOA5,Is_Ortholog_To
Gene,EBPL,Gene,AK2,Is_Ortholog_To
Gene,CCDC151,Gene,CHAF1B,Is_Ortholog_To
Gene,CCL27,Gene,ANGPTL5,Is_Ortholog_To
Gene,ALG10,Gene,CYB5R3,Is_Ortholog_To
Gene,ARPC2,Gene,ACTN4,Is_Ortholog_To
Gene,CHN1,Gene,CYC1,Is_Ortholog_To
Gene,COPS7B,Gene,COG2,Is_Ortholog_To
Gene,CT45A5,Gene,CYP4A22,Is_Ortholog_To
Gene,CELF6,Gene,DYNLT1,Is_Ortholog_To
Gene,ATXN2,Gene,ALG1L2,Is_Ortholog_To
Gene,ATP5MD,Gene,DNTT,Is_Ortholog_To
Gene,B3GNT3,Gene,CT45A5,Is_Ortholog_To
Gene,EBPL,Gene,ARHGEF19,Is_Ortholog_To
Gene,C20orf141,Gene,CAMK1,Is_Ortholog_To
Gene,B3GLCT,Gene,ARHGAP33,Is_Ortholog_To
Gene,ADCY6,Gene,C1orf53,Is_Ortholog_To
Gene,CAD,Gene,ECSCR,Is_Ortholog_To
Gene,ATAD3B,Gene,ARF5,Is_Ortholog_To
Gene,EFCAB5,Gene,AIMP2,Is_Ortholog_To
Gene,C16orf97,Gene,DNTT,Is_Ortholog_To
Gene,BET1L,Gene,ACOT1,Is_Ortholog_To
Gene,CHCHD3,Gene,ABRACL,Is_Ortholog_To
Gene,CCSER1,Gene,EED,Is_Ortholog_To
Gene,ACTR3C,Gene,ACOT2,Is_Ortholog_To
Gene,BABAM2,Gene,ASAP2,Is_Ortholog_To
Gene,CFAP20,Gene,EDN2,Is_Ortholog_To
Gene,CYP8B1,Gene,CHCHD3,Is_Ortholog_To
Gene,ALX4,Gene,CYP4Z2P,Is_Ortholog_To
Gene,DYNLT1,Gene,ATP5MD,Is_Ortholog_To
Gene,CT45A5,Gene,CCDC177,Is_Ortholog_To
Gene,DCTN1,Gene,E2F1,Is_Ortholog_To
Gene,APOC4,Gene,ALG1,Is_Ortholog_To
Gene,AMMECR1,Gene,EDF1,Is_Ortholog_To
Gene,C8orf49,Gene,CASS4,Is_Ortholog_To
Gene,C17orf102,Gene,CHN1,Is_Ortholog_To
Gene,CXCL5,Gene,CDH6,Is_Ortholog_To
Gene,ABCC1,Gene,DENND2A,Is_Ortholog_To
Gene,ASAP2,Gene,DERL2,Is_Ortholog_To
Gene,AQP1,Gene,ACSS2,Is_Ortholog_To
Gene,BEX5,Gene,AKT1S1,Is_Ortholog_To
Gene,ADA2,Gene,DLGAP2,Regulates
Gene,ASGR2,Gene,C3orf22,Regulates
Gene,COPA,Gene,CYSTM1,Regulates
Gene,APELA,Gene,CIDEB,Regulates
Gene,BOK,Gene,B3GLCT,Regulates
Gene,APOC4,Gene,EGF,Regulates
Gene,CYP4A22,Gene,BABAM2,Regulates
Gene,ACOT2,Gene,C17orf102,Regulates
Gene,E2F1,Gene,CELF6,Regulates
Gene,DEFB125,Gene,CREBRF,Regulates
Gene,CLEC5A,Gene,DEFB130A,Regulates
Gene,B3GLCT,Gene,ARF5,Regulates
Gene,DERL2,Gene,C8orf49,Regulates
Gene,ADH4,Gene,CYC1,Regulates
Gene,AP1S3,Gene,CSRNP3,Regulates
Gene,B4GALT5,Gene,CPO,Regulates
Gene,CDH15,Gene,CPEB1,Regulates
Gene,CLCN1,Gene,CDC20,Regulates
Gene,COQ6,Gene,C9orf78,Regulates
Gene,AMFR,Gene,CHCHD10,Regulates
Gene,AMOT,Gene,COPA,Regulates
Gene,BIRC6,Gene,CCL20,Regulates
Gene,ANKS6,Gene,C11orf86,Regulates
Gene,ANLN,Gene,APOA5,Regulates
Gene,C20orf141,Gene,BABAM2,Regulates
Gene,BTBD7,Gene,CLEC5A,Regulates
Gene,EGF,Gene,CDON,Regulates
Gene,CDC20,Gene,C18orf15,Regulates
Gene,CCDC151,Gene,CASS4,Regulates
Gene,BTBD9,Gene,ARHGEF19,Regulates
Gene,CLEC11A,Gene,ACOT1,Regulates
Gene,CAD,Gene,DDX6,Regulates
Gene,CFAP58,Gene,CRTC3,Regulates
Gene,COPS7B,Gene,ACOT2,Regulates
Gene,BET1L,Gene,CAMK1,Regulates
Gene,ATP6V1G1,Gene,CD300A,Regulates
Gene,CENPJ,Gene,ADCY2,Regulates
Gene,CGB1,Gene,ALG1,Regulates
Gene,ADCY6,Gene,COL4A5,Regulates
Gene,CLDND1,Gene,BRSK2,Regulates
Gene,AS3MT,Gene,C9orf78,Regulates
Gene,ACD,Gene,BRWD3,Regulates
Gene,ALDH1A3,Gene,DERL2,Regulates
Gene,CYP4A22,Gene,C1QTNF12,Regulates
Gene,C5orf56,Gene,C16orf97,Regulates
Gene,BLCAP,Gene,C1QTNF7,Regulates
Gene,ALG1L2,Gene,BABAM2,Regulates
Gene,CYP4B1,Gene,CDH6,Regulates
Gene,BBS5,Gene,CTCFL,Regulates
Gene,C2orf83,Gene,COQ8B,Regulates
Gene,COPA,Gene,CUL9,Regulates
Gene,CCDC149,Gene,COPA,Regulates
Gene,CLU,Gene,AMFR,Regulates
Gene,COL4A5,Gene,DENND2A,Regulates
Gene,C3orf22,Gene,CHN1,Regulates
Gene,CHCHD4,Gene,CCDC177,Regulates
Gene,CCDC28A,Gene,DTWD2,Regulates
Gene,CHRNA6,Gene,ANGPTL5,Regulates
Gene,CDA,Gene,CCDC149,Regulates
Gene,AKAP10,Gene,ANLN,Regulates
Gene,DNTT,Gene,ASAP2,Regulates
Gene,CUL9,Gene,EDF1,Regulates
Gene,CHN1,Gene,AMY1A,Regulates
Gene,ADH4,Gene,CXCL12,Regulates
Gene,COPS7B,Gene,AMMECR1,Regulates
Gene,BTBD7,Gene,ARHGEF19,Regulates
Gene,CHCHD4,Gene,COQ6,Regulates
Gene,DCAF11,Gene,DYNLT1,Regulates
Gene,COL2A1,Gene,C17orf78,Regulates
Gene,BIRC6,Gene,ACTN4,Regulates
Gene,DEFB127,Gene,C1orf53,Regulates
Gene,CDA,Gene,AKAP9,Regulates
Gene,CCL20,Gene,BEX5,Regulates
Gene,ATAD3B,Gene,COL4A5,Regulates
Gene,ASF1A,Gene,EED,Regulates
Gene,CLEC16A,Gene,AMY1A,Regulates
Gene,DUXB,Gene,ALDH1A3,Regulates
Gene,C18orf15,Gene,ATOX1,Regulates
Gene,BTAF1,Gene,CDC20,Regulates
Gene,CCDC71,Gene,ADAMTS15,Regulates
Gene,ASF1A,Gene,DNAJB6,Regulates
Gene,CEP70,Gene,CDC37L1,Regulates
Gene,COQ6,Gene,C18orf15,Regulates
Gene,ACTR3C,Gene,APOC4,Regulates
Gene,DEPDC1B,Gene,CDC42EP4,Regulates
Gene,ACD,Gene,EDF1,Regulates
Gene,ATXN3,Gene,BABAM2,Regulates
Gene,APELA,Gene,AMMECR1,Regulates
Gene,ARF5,Gene,APOC4,Regulates
Gene,CRYAA,Gene,CXCL12,Regulates
Gene,C1QTNF12,Gene,B4GALT5,Regulates
Gene,CHRNA6,Gene,COG2,Regulates
Gene,CAD,Gene,CYP4B1,Regulates
Gene,DEFB130A,Gene,B4GALT3,Regulates
Gene,CTSS,Gene,CYSTM1,Regulates
Gene,ADAMTS15,Gene,C1QTNF2,Regulates
Gene,CHN1,Gene,BOK,Regulates
Gene,COL6A1,Gene,COL11A2,Regulates
Gene,DNTT,Gene,CDA,Regulates
Gene,CLTB,Gene,C16orf92,Regulates
Gene,CDC37L1,Organism,9606,Belongs_To
Gene,CDA,Organism,9606,Belongs_To
Gene,CHCHD10,Organism,9606,Belongs_To
Gene,ALG1L2,Organism,9606,Belongs_To
Gene,ACTR3C,Organism,9606,Belongs_To
Gene,C1QTNF2,Organism,9606,Belongs_To
Gene,CRABP2,Organism,9606,Belongs_To
Gene,DDX6,Organism,9606,Belongs_To
Gene,BIRC6,Organism,9606,Belongs_To
Gene,CRTC3,Organism,9606,Belongs_To
Gene,BTBD9,Organism,9606,Belongs_To
Gene,CTCFL,Organism,9606,Belongs_To
Gene,C5orf56,Organism,9606,Belongs_To
Gene,AGPAT2,Organism,9606,Belongs_To
Gene,EED,Organism,9606,Belongs_To
Gene,DNAJB13,Organism,9606,Belongs_To
Gene,CKMT2,Organism,9606,Belongs_To
Gene,ARTN,Organism,9606,Belongs_To
Gene,DEFB125,Organism,9606,Belongs_To
Gene,CD53,Organism,9606,Belongs_To
Gene,C1orf105,Organism,9606,Belongs_To
Gene,ANLN,Organism,9606,Belongs_To
Gene,CLEC5A,Organism,9606,Belongs_To
Gene,CMTR2,Organism,9606,Belongs_To
Gene,C16orf46,Organism,9606,Belongs_To
Gene,AMY1A,Organism,9606,Belongs_To
Gene,CELA2A,Organism,9606,Belongs_To
Gene,AKAP9,Organism,9606,Belongs_To
Gene,DYNLL1,Organism,9606,Belongs_To
Gene,DEFB130A,Organism,9606,Belongs_To
Gene,COQ6,Organism,9606,Belongs_To
Gene,CEP70,Organism,9606,Belongs_To
Gene,ANKS6,Organism,9606,Belongs_To
Gene,C1QTNF7,Organism,9606,Belongs_To
Gene,DRC3,Organism,9606,Belongs_To
Gene,CLEC16A,Organism,9606,Belongs_To
Gene,AMOT,Organism,9606,Belongs_To
Gene,ANKRD62,Organism,9606,Belongs_To
Gene,CLEC20A,Organism,9606,Belongs_To
Gene,CNBD2,Organism,9606,Belongs_To
Gene,ANGPTL5,Organism,9606,Belongs_To
Gene,ATP6V1G1,Organism,9606,Belongs_To
Gene,APOA5,Organism,9606,Belongs_To
Gene,ASAP2,Organism,9606,Belongs_To
Gene,C2CD4D,Organism,9606,Belongs_To
Gene,BRWD3,Organism,9606,Belongs_To
Gene,DLAT,Organism,9606,Belongs_To
Gene,CHGA,Organism,9606,Belongs_To
Gene,AGBL4,Organism,9606,Belongs_To
Gene,CCL20,Organism,9606,Belongs_To
Gene,CSRNP3,Organism,9606,Belongs_To
Gene,BCS1L,Organism,9606,Belongs_To
Gene,CUL9,Organism,9606,Belongs_To
Gene,APIP,Organism,9606,Belongs_To
Gene,DYNLT1,Organism,9606,Belongs_To
Gene,CD300A,Organism,9606,Belongs_To
Gene,B3GLCT,Organism,9606,Belongs_To
Gene,CCDC151,Organism,9606,Belongs_To
Gene,CCL27,Organism,9606,Belongs_To
Gene,BMP1,Organism,9606,Belongs_To
Gene,DEFA5,Organism,9606,Belongs_To
Gene,CCNE2,Organism,9606,Belongs_To
Gene,CDH15,Organism,9606,Belongs_To
Gene,AZIN2,Organism,9606,Belongs_To
Gene,C9orf57,Organism,9606,Belongs_To
Gene,DNAJB6,Organism,9606,Belongs_To
Gene,C8orf49,Organism,9606,Belongs_To
Gene,ADH4,Organism,9606,Belongs_To
Gene,CFAP20,Organism,9606,Belongs_To
Gene,AKT1S1,Organism,9606,Belongs_To
Gene,COPS7B,Organism,9606,Belongs_To
Gene,CELF6,Organism,9606,Belongs_To
Gene,ECSCR,Organism,9606,Belongs_To
Gene,CDC20,Organism,9606,Belongs_To
Gene,CLTB,Organism,9606,Belongs_To
Gene,AQP1,Organism,9606,Belongs_To
Gene,AK3,Organism,9606,Belongs_To
Gene,CHIC2,Organism,9606,Belongs_To
Gene,CLDND2,Organism,9606,Belongs_To
Gene,DLGAP2,Organism,9606,Belongs_To
Gene,ADA2,Organism,9606,Belongs_To
Gene,ACBD4,Organism,9606,Belongs_To
Gene,APELA,Organism,9606,Belongs_To
Gene,AJM1,Organism,9606,Belongs_To
Gene,BORCS5,Organism,9606,Belongs_To
Gene,C1orf100,Organism,9606,Belongs_To
Gene,APOL4,Organism,9606,Belongs_To
Gene,DENND1A,Organism,9606,Belongs_To
Gene,CYP4Z2P,Organism,9606,Belongs_To
Gene,C16orf92,Organism,9606,Belongs_To
Gene,ADCY2,Organism,9606,Belongs_To
Gene,ATP8B1,Organism,9606,Belongs_To
Gene,CCDC86,Organism,9606,Belongs_To
Gene,DRD3,Organism,9606,Belongs_To
Gene,BBS5,Organism,9606,Belongs_To
Gene,B3GNT3,Organism,9606,Belongs_To
Gene,DEFB4A,Organism,9606,Belongs_To
Gene,CENPJ,Organism,9606,Belongs_To
Gene,AKAP10,Organism,9606,Belongs_To
Gene,AMY2B,Organism,9606,Belongs_To
Gene,CLDN34,Organism,9606,Belongs_To
Gene,DUX4L9,Organism,9606,Belongs_To
Gene,CYSTM1,Organism,9606,Belongs_To
Gene,DYM,Organism,9606,Belongs_To
Gene,CD226,Organism,9606,Belongs_To
Gene,ACOT2,Organism,9606,Belongs_To
Gene,CDX1,Organism,9606,Belongs_To
Gene,AZGP1,Organism,9606,Belongs_To
Gene,C4orf46,Organism,9606,Belongs_To
Gene,ACTN4,Organism,9606,Belongs_To
Gene,ASAP1,Organism,9606,Belongs_To
Gene,DLGAP3,Organism,9606,Belongs_To
Gene,CLDND1,Organism,9606,Belongs_To
Gene,CAMK1,Organism,9606,Belongs_To
Gene,ANKDD1B,Organism,9606,Belongs_To
Gene,C3orf22,Organism,9606,Belongs_To
Gene,CREBRF,Organism,9606,Belongs_To
Gene,DENND2C,Organism,9606,Belongs_To
Gene,CCL26,Organism,9606,Belongs_To
Gene,DENND2A,Organism,9606,Belongs_To
Gene,APOC4,Organism,9606,Belongs_To
Gene,ALDH1A3,Organism,9606,Belongs_To
Gene,COL27A1,Organism,9606,Belongs_To
Gene,ADAMTS12,Organism,9606,Belongs_To
Gene,COQ8B,Organism,9606,Belongs_To
Gene,DCLRE1B,Organism,9606,Belongs_To
Gene,DCAF11,Organism,9606,Belongs_To
Gene,EGF,Organism,9606,Belongs_To
Gene,DDX47,Organism,9606,Belongs_To
Gene,BRSK2,Organism,9606,Belongs_To
Gene,EFCC1,Organism,9606,Belongs_To
Gene,BASP1,Organism,9606,Belongs_To
Gene,BRAP,Organism,9606,Belongs_To
Gene,BET1L,Organism,9606,Belongs_To
Gene,CXCL5,Organism,9606,Belongs_To
Gene,ADGRB1,Organism,9606,Belongs_To
Gene,CSTF2T,Organism,9606,Belongs_To
Gene,CLEC11A,Organism,9606,Belongs_To
Gene,C18orf15,Organism,9606,Belongs_To
Gene,CHST4,Organism,9606,Belongs_To
Gene,ASGR2,Organism,9606,Belongs_To
Gene,ARHGAP33,Organism,9606,Belongs_To
Gene,DBNL,Organism,9606,Belongs_To
Gene,DISP2,Organism,9606,Belongs_To
Gene,CDCA3,Organism,9606,Belongs_To
Gene,BDKRB2,Organism,9606,Belongs_To
Gene,ATG5,Organism,9606,Belongs_To
Gene,COPA,Organism,9606,Belongs_To
Gene,COX5A,Organism,9606,Belongs_To
Gene,CTXN2,Organism,9606,Belongs_To
Gene,ALX4,Organism,9606,Belongs_To
Gene,BTAF1,Organism,9606,Belongs_To
Gene,BEX5,Organism,9606,Belongs_To
Gene,CCDC28A,Organism,9606,Belongs_To
Gene,CHRD,Organism,9606,Belongs_To
Gene,CALHM3,Organism,9606,Belongs_To
Gene,DCDC2,Organism,9606,Belongs_To
Gene,CHCHD3,Organism,9606,Belongs_To
Gene,DEFB127,Organism,9606,Belongs_To
Gene,ARL16,Organism,9606,Belongs_To
Gene,CYP4A22,Organism,9606,Belongs_To
Gene,ADAMTS15,Organism,9606,Belongs_To
Gene,DDX12P,Organism,9606,Belongs_To
Gene,CT45A5,Organism,9606,Belongs_To
Gene,ACOT8,Organism,9606,Belongs_To
Gene,ATXN3,Organism,9606,Belongs_To
Gene,CCDC177,Organism,9606,Belongs_To
Gene,CPEB1,Organism,9606,Belongs_To
Gene,DNTT,Organism,9606,Belongs_To
Gene,ADCY6,Organism,9606,Belongs_To
Gene,CYC1,Organism,9606,Belongs_To
Gene,E2F1,Organism,9606,Belongs_To
Gene,DPM1,Organism,9606,Belongs_To
Gene,CTDSPL,Organism,9606,Belongs_To
Gene,DANCR,Organism,9606,Belongs_To
Gene,CLCN1,Organism,9606,Belongs_To
Gene,CST8,Organism,9606,Belongs_To
Gene,COG2,Organism,9606,Belongs_To
Gene,CRYAA,Organism,9606,Belongs_To
Gene,ARAP1,Organism,9606,Belongs_To
Gene,COL4A5,Organism,9606,Belongs_To
Gene,ACD,Organism,9606,Belongs_To
Gene,CCDC137,Organism,9606,Belongs_To
Gene,CGB1,Organism,9606,Belongs_To
Gene,EEF1AKMT3,Organism,9606,Belongs_To
Gene,ACOT1,Organism,9606,Belongs_To
Gene,CLU,Organism,9606,Belongs_To
Gene,ATXN2,Organism,9606,Belongs_To
Gene,DTWD2,Organism,9606,Belongs_To
Gene,AP1S3,Organism,9606,Belongs_To
Gene,CHCHD4,Organism,9606,Belongs_To
Gene,C20orf141,Organism,9606,Belongs_To
Gene,CLN6,Organism,9606,Belongs_To
Gene,COL11A2,Organism,9606,Belongs_To
Gene,CASS4,Organism,9606,Belongs_To
Gene,AKR7A3,Organism,9606,Belongs_To
Gene,DEPDC1B,Organism,9606,Belongs_To
Gene,ATP5MD,Organism,9606,Belongs_To
Gene,CACNG2,Organism,9606,Belongs_To
Gene,BTBD3,Organism,9606,Belongs_To
Gene,DPPA4,Organism,9606,Belongs_To
Gene,DTWD1,Organism,9606,Belongs_To
Gene,C17orf78,Organism,9606,Belongs_To
Gene,CYP11B2,Organism,9606,Belongs_To
Gene,C16orf97,Organism,9606,Belongs_To
Gene,CKAP4,Organism,9606,Belongs_To
Gene,CEP135,Organism,9606,Belongs_To
Gene,ABRACL,Organism,9606,Belongs_To
Gene,DUSP13,Organism,9606,Belongs_To
Gene,ABCC1,Organism,9606,Belongs_To
Gene,ALG1,Organism,9606,Belongs_To
Gene,BLCAP,Organism,9606,Belongs_To
Gene,CDH6,Organism,9606,Belongs_To
Gene,EBPL,Organism,9606,Belongs_To
Gene,DCTN1,Organism,9606,Belongs_To
Gene,C17orf102,Organism,9606,Belongs_To
Gene,AIMP2,Organism,9606,Belongs_To
Gene,CYP8B1,Organism,9606,Belongs_To
Gene,CAV2,Organism,9606,Belongs_To
Gene,DAAM1,Organism,9606,Belongs_To
Gene,C4orf54,Organism,9606,Belongs_To
Gene,C1orf53,Organism,9606,Belongs_To
Gene,CCSER1,Organism,9606,Belongs_To
Gene,CFDP1,Organism,9606,Belongs_To
Gene,CDC42EP4,Organism,9606,Belongs_To
Gene,CHAF1B,Organism,9606,Belongs_To
Gene,CREB3L4,Organism,9606,Belongs_To
Gene,EDF1,Organism,9606,Belongs_To
Gene,DERL2,Organism,9606,Belongs_To
Gene,DPT,Organism,9606,Belongs_To
Gene,ALG10,Organism,9606,Belongs_To
Gene,ACTL6B,Organism,9606,Belongs_To
Gene,B4GALT3,Organism,9606,Belongs_To
Gene,CENPT,Organism,9606,Belongs_To
Gene,AMMECR1,Organism,9606,Belongs_To
Gene,DNALI1,Organism,9606,Belongs_To
Gene,CHRNA6,Organism,9606,Belongs_To
Gene,C1R,Organism,9606,Belongs_To
Gene,CFAP58,Organism,9606,Belongs_To
Gene,ABHD12B,Organism,9606,Belongs_To
Gene,ATAD3B,Organism,9606,Belongs_To
Gene,ARHGEF19,Organism,9606,Belongs_To
Gene,DNAH17,Organism,9606,Belongs_To
Gene,ECD,Organism,9606,Belongs_To
Gene,AIRE,Organism,9606,Belongs_To
Gene,EFCAB5,Organism,9606,Belongs_To
Gene,BTBD7,Organism,9606,Belongs_To
Gene,ARPC2,Organism,9606,Belongs_To
Gene,CYB5B,Organism,9606,Belongs_To
Gene,AKR1D1,Organism,9606,Belongs_To
Gene,BOK,Organism,9606,Belongs_To
Gene,CIDEB,Organism,9606,Belongs_To
Gene,CDON,Organism,9606,Belongs_To
Gene,EDN2,Organism,9606,Belongs_To
Gene,C1QTNF12,Organism,9606,Belongs_To
Gene,CIRBP,Organism,9606,Belongs_To
Gene,COL12A1,Organism,9606,Belongs_To
Gene,CCDC71,Organism,9606,Belongs_To
Gene,COL6A1,Organism,9606,Belongs_To
Gene,CXCL12,Organism,9606,Belongs_To
Gene,ABCB7,Organism,9606,Belongs_To
Gene,CAD,Organism,9606,Belongs_To
Gene,C11orf86,Organism,9606,Belongs_To
Gene,CIB3,Organism,9606,Belongs_To
Gene,B4GALT5,Organism,9606,Belongs_To
Gene,BABAM2,Organism,9606,Belongs_To
Gene,DUXB,Organism,9606,Belongs_To
Gene,CCDC181,Organism,9606,Belongs_To
Gene,DDI2,Organism,9606,Belongs_To
Gene,CHN1,Organism,9606,Belongs_To
Gene,CUL1,Organism,9606,Belongs_To
Gene,CYB5R3,Organism,9606,Belongs_To
Gene,ARHGAP5-AS1,Organism,9606,Belongs_To
Gene,BAGE3,Organism,9606,Belongs_To
Gene,CCL3L1,Organism,9606,Belongs_To
Gene,CPO,Organism,9606,Belongs_To
Gene,DKC1,Organism,9606,Belongs_To
Gene,DCAF4,Organism,9606,Belongs_To
Gene,ADGRG2,Organism,9606,Belongs_To
Gene,C9orf78,Organism,9606,Belongs_To
Gene,CBLN2,Organism,9606,Belongs_To
Gene,ARIH2,Organism,9606,Belongs_To
Gene,DELE1,Organism,9606,Belongs_To
Gene,CYP4B1,Organism,9606,Belongs_To
Gene,CCDC149,Organism,9606,Belongs_To
Gene,ASF1A,Organism,9606,Belongs_To
Gene,ATOX1,Organism,9606,Belongs_To
Gene,BEX1,Organism,9606,Belongs_To
Gene,ARF5,Organism,9606,Belongs_To
Gene,EFNA4,Organism,9606,Belongs_To
Gene,COL2A1,Organism,9606,Belongs_To
Gene,CPNE6,Organism,9606,Belongs_To
Gene,AMFR,Organism,9606,Belongs_To
Gene,CTSS,Organism,9606,Belongs_To
Gene,AS3MT,Organism,9606,Belongs_To
Gene,C2orf83,Organism,9606,Belongs_To
Gene,DTD1,Organism,9606,Belongs_To
Gene,AK2,Organism,9606,Belongs_To
Gene,ACSS2,Organism,9606,Belongs_To
Gene,ARFGAP3,Organism,9606,Belongs_To
Gene,BMP1,Tissue,SIDM00394,Is_Mutated_In
Gene,DANCR,Tissue,SIDM00120,Is_Mutated_In
Gene,DPM1,Tissue,UBERON:0002464,Is_Mutated_In
Gene,CYP8B1,Tissue,SIDM00332,Is_Mutated_In
Gene,ANKRD62,Tissue,SIDM00206,Is_Mutated_In
Gene,ARPC2,Tissue,SIDM00997,Is_Mutated_In
Gene,CACNG2,Tissue,UBERON:0007633,Is_Mutated_In
Gene,CPNE6,Tissue,UBERON:0000390,Is_Mutated_In
Gene,CCDC86,Tissue,UBERON:0008989,Is_Mutated_In
Gene,CIRBP,Tissue,SIDM00475,Is_Mutated_In
Gene,ARIH2,Tissue,SIDM00716,Is_Mutated_In
Gene,ANLN,Tissue,SIDM00920,Is_Mutated_In
Gene,DEFB125,Tissue,CL:0000125,Is_Mutated_In
Gene,AK3,Tissue,UBERON:0001098,Is_Mutated_In
Gene,ALG1,Tissue,UBERON:0001229,Is_Mutated_In
Gene,CCDC28A,Tissue,SIDM00502,Is_Mutated_In
Gene,AGPAT2,Tissue,UBERON:0002023,Is_Mutated_In
Gene,ARL16,Tissue,UBERON:0003295,Is_Mutated_In
Gene,ACTN4,Tissue,SIDM00513,Is_Mutated_In
Gene,CYC1,Tissue,SIDM00469,Is_Mutated_In
Gene,BTBD3,Tissue,UBERON:0000474,Is_Mutated_In
Gene,CCL3L1,Tissue,CL:0000059,Is_Mutated_In
Gene,DYNLT1,Tissue,SIDM00205,Is_Mutated_In
Gene,DUXB,Tissue,SIDM01060,Is_Mutated_In
Gene,ABCC1,Tissue,UBERON:0002947,Is_Mutated_In
Gene,AP1S3,Tissue,SIDM00585,Is_Mutated_In
Gene,COQ6,Tissue,SIDM00210,Is_Mutated_In
Gene,CCNE2,Tissue,UBERON:0001300,Is_Mutated_In
Gene,CCL20,Tissue,UBERON:0000395,Is_Mutated_In
Gene,ACTN4,Tissue,UBERON:0001245,Is_Mutated_In
Gene,DCTN1,Tissue,SIDM01145,Is_Mutated_In
Gene,CYP4A22,Tissue,SIDM01105,Is_Mutated_In
Gene,BMP1,Tissue,UBERON:0003295,Is_Mutated_In
Gene,ADA2,Tissue,UBERON:0002027,Is_Mutated_In
Gene,CYC1,Tissue,SIDM00493,Is_Mutated_In
Gene,AP1S3,Tissue,CL:0000091,Is_Mutated_In
Gene,CLDND2,Tissue,UBERON:0000155,Is_Mutated_In
Gene,C2CD4D,Tissue,SIDM00091,Is_Mutated_In
Gene,CDH6,Tissue,SIDM00672,Is_Mutated_In
Gene,CACNG2,Tissue,SIDM00319,Is_Mutated_In
Gene,CHRD,Tissue,SIDM01186,Is_Mutated_In
Gene,CCDC86,Tissue,SIDM01057,Is_Mutated_In
Gene,BABAM2,Tissue,UBERON:0001765,Is_Mutated_In
Gene,CKAP4,Tissue,SIDM01017,Is_Mutated_In
Gene,CHIC2,Tissue,SIDM01220,Is_Mutated_In
Gene,DLAT,Tissue,UBERON:0002240,Is_Mutated_In
Gene,APOA5,Tissue,SIDM00121,Is_Mutated_In
Gene,DPM1,Tissue,UBERON:0006609,Is_Mutated_In
Gene,CCL3L1,Tissue,UBERON:0008320,Is_Mutated_In
Gene,CYC1,Tissue,UBERON:0002313,Is_Mutated_In
Gene,APOL4,Tissue,UBERON:0000074,Is_Mutated_In
Gene,CCSER1,Tissue,UBERON:0001344,Is_Mutated_In
Gene,C8orf49,Tissue,CL:0000786,Is_Mutated_In
Gene,ATG5,Tissue,SIDM00974,Is_Mutated_In
Gene,C1QTNF12,Tissue,SIDM00473,Is_Mutated_In
Gene,CALHM3,Tissue,SIDM00220,Is_Mutated_In
Gene,CRYAA,Tissue,UBERON:0001333,Is_Mutated_In
Gene,ALG1,Tissue,UBERON:0001455,Is_Mutated_In
Gene,DTD1,Tissue,UBERON:0001898,Is_Mutated_In
Gene,DCDC2,Tissue,UBERON:0001372,Is_Mutated_In
Gene,CDH15,Tissue,SIDM00920,Is_Mutated_In
Gene,DTWD2,Tissue,SIDM00064,Is_Mutated_In
Gene,COX5A,Tissue,SIDM01173,Is_Mutated_In
Gene,BABAM2,Tissue,CL:0000510,Is_Mutated_In
Gene,CYB5R3,Tissue,SIDM00400,Is_Mutated_In
Gene,C20orf141,Tissue,UBERON:0007026,Is_Mutated_In
Gene,EEF1AKMT3,Tissue,UBERON:0002873,Is_Mutated_In
Gene,CXCL12,Tissue,UBERON:0001772,Is_Mutated_In
Gene,CYC1,Tissue,UBERON:0001043,Is_Mutated_In
Gene,C5orf56,Tissue,CL:0000091,Is_Mutated_In
Gene,ACTR3C,Tissue,SIDM01146,Is_Mutated_In
Gene,APELA,Tissue,UBERON:0001052,Is_Mutated_In
Gene,CYC1,Tissue,UBERON:0001966,Is_Mutated_In
Gene,ARHGAP5-AS1,Tissue,SIDM00473,Is_Mutated_In
Gene,CYP4B1,Tissue,UBERON:0002034,Is_Mutated_In
Gene,BTBD9,Tissue,CL:0000645,Is_Mutated_In
Gene,ADGRB1,Tissue,SIDM00064,Is_Mutated_In
Gene,CLN6,Tissue,SIDM00602,Is_Mutated_In
Gene,ADGRB1,Tissue,UBERON:0000474,Is_Mutated_In
Gene,DLGAP2,Tissue,SIDM00989,Is_Mutated_In
Gene,ACD,Tissue,UBERON:0001904,Is_Mutated_In
Gene,ACSS2,Tissue,UBERON:0000074,Is_Mutated_In
Gene,C16orf92,Tissue,UBERON:0001679,Is_Mutated_In
Gene,ABCB7,Tissue,SIDM00319,Is_Mutated_In
Gene,COX5A,Tissue,UBERON:0002871,Is_Mutated_In
Gene,B3GNT3,Tissue,UBERON:0006102,Is_Mutated_In
