Source Type,Source ID,Target Type,Target ID,Label
Gene,DDX12P,Gene,ACTL6B,Regulates
Gene,ASAP2,Gene,CENPJ,Regulates
Gene,COL4A5,Gene,DNAJB6,Regulates
Gene,ASF1A,Gene,BABAM2,Regulates
Gene,CCDC28A,Gene,CFAP20,Regulates
Gene,ALG1,Gene,ACBD4,Regulates
Gene,DUSP13,Gene,EDN2,Regulates
Gene,BTBD3,Gene,CDCA3,Regulates
Gene,C1R,Gene,COPS7B,Regulates
Gene,CLCN1,Gene,AKR1D1,Regulates
Gene,BET1L,Gene,ARF5,Regulates
Gene,CCL20,Gene,COL2A1,Regulates
Gene,ARHGAP33,Gene,CENPJ,Regulates
Gene,CHIC2,Gene,CCL26,Regulates
Gene,CD53,Gene,CLCN1,Regulates
Gene,C18orf15,Gene,CCL26,Regulates
Gene,ACTR3C,Gene,CYP8B1,Regulates
Gene,C11orf86,Gene,DENND2C,Regulates
Gene,AKAP10,Gene,BEX5,Regulates
Gene,BMP1,Gene,ACTR3C,Regulates
Gene,C2CD4D,Gene,DBNL,Regulates
Gene,BABAM2,Gene,BAGE3,Regulates
Gene,CENPT,Gene,ADAMTS12,Regulates
Gene,CFAP20,Gene,EDF1,Regulates
Gene,CLN6,Gene,CELF6,Regulates
Gene,BORCS5,Gene,CMTR2,Regulates
Gene,BIRC6,Gene,BTBD9,Regulates
Gene,EDF1,Gene,AZGP1,Regulates
Gene,C16orf92,Gene,ADAMTS15,Regulates
Gene,C1QTNF2,Gene,COPA,Regulates
Gene,ARAP1,Gene,ALG10,Regulates
Gene,CPNE6,Gene,DANCR,Regulates
Gene,CSTF2T,Gene,CGB1,Regulates
Gene,C8orf49,Gene,CKAP4,Regulates
Gene,AMOT,Gene,CIRBP,Regulates
Gene,BOK,Gene,CDC20,Regulates
Gene,AKR7A3,Gene,APIP,Regulates
Gene,ATXN2,Gene,CENPT,Regulates
Gene,COX5A,Gene,COL11A2,Regulates
Gene,ATOX1,Gene,ATP8B1,Regulates
Gene,CDC37L1,Organism,9606,Belongs_To
Gene,CDA,Organism,9606,Belongs_To
Gene,CHCHD10,Organism,9606,Belongs_To
Gene,ALG1L2,Organism,9606,Belongs_To
Gene,ACTR3C,Organism,9606,Belongs_To
Gene,C1QTNF2,Organism,9606,Belongs_To
Gene,CRABP2,Organism,9606,Belongs_To
Gene,DDX6,Organism,9606,Belongs_To
Gene,BIRC6,Organism,9606,Belongs_To
Gene,CRTC3,Organism,9606,Belongs_To
Gene,BTBD9,Organism,9606,Belongs_To
Gene,CTCFL,Organism,9606,Belongs_To
Gene,C5orf56,Organism,9606,Belongs_To
Gene,AGPAT2,Organism,9606,Belongs_To
Gene,EED,Organism,9606,Belongs_To
Gene,DNAJB13,Organism,9606,Belongs_To
Gene,CKMT2,Organism,9606,Belongs_To
Gene,ARTN,Organism,9606,Belongs_To
Gene,DEFB125,Organism,9606,Belongs_To
Gene,CD53,Organism,9606,Belongs_To
Gene,C1orf105,Organism,9606,Belongs_To
Gene,ANLN,Organism,9606,Belongs_To
Gene,CLEC5A,Organism,9606,Belongs_To
Gene,CMTR2,Organism,9606,Belongs_To
Gene,C16orf46,Organism,9606,Belongs_To
Gene,AMY1A,Organism,9606,Belongs_To
Gene,CELA2A,Organism,9606,Belongs_To
Gene,AKAP9,Organism,9606,Belongs_To
Gene,DYNLL1,Organism,9606,Belongs_To
Gene,DEFB130A,Organism,9606,Belongs_To
Gene,COQ6,Organism,9606,Belongs_To
Gene,CEP70,Organism,9606,Belongs_To
Gene,ANKS6,Organism,9606,Belongs_To
Gene,C1QTNF7,Organism,9606,Belongs_To
Gene,DRC3,Organism,9606,Belongs_To
Gene,CLEC16A,Organism,9606,Belongs_To
Gene,AMOT,Organism,9606,Belongs_To
Gene,ANKRD62,Organism,9606,Belongs_To
Gene,CLEC20A,Organism,9606,Belongs_To
Gene,CNBD2,Organism,9606,Belongs_To
Gene,ANGPTL5,Organism,9606,Belongs_To
Gene,ATP6V1G1,Organism,9606,Belongs_To
Gene,APOA5,Organism,9606,Belongs_To
Gene,ASAP2,Organism,9606,Belongs_To
Gene,C2CD4D,Organism,9606,Belongs_To
Gene,BRWD3,Organism,9606,Belongs_To
Gene,DLAT,Organism,9606,Belongs_To
Gene,CHGA,Organism,9606,Belongs_To
Gene,AGBL4,Organism,9606,Belongs_To
Gene,CCL20,Organism,9606,Belongs_To
Gene,CSRNP3,Organism,9606,Belongs_To
Gene,BCS1L,Organism,9606,Belongs_To
Gene,CUL9,Organism,9606,Belongs_To
Gene,APIP,Organism,9606,Belongs_To
Gene,DYNLT1,Organism,9606,Belongs_To
Gene,CD300A,Organism,9606,Belongs_To
Gene,B3GLCT,Organism,9606,Belongs_To
Gene,CCDC151,Organism,9606,Belongs_To
Gene,CCL27,Organism,9606,Belongs_To
Gene,BMP1,Organism,9606,Belongs_To
Gene,DEFA5,Organism,9606,Belongs_To
Gene,CCNE2,Organism,9606,Belongs_To
Gene,CDH15,Organism,9606,Belongs_To
Gene,AZIN2,Organism,9606,Belongs_To
Gene,C9orf57,Organism,9606,Belongs_To
Gene,DNAJB6,Organism,9606,Belongs_To
Gene,C8orf49,Organism,9606,Belongs_To
Gene,ADH4,Organism,9606,Belongs_To
Gene,CFAP20,Organism,9606,Belongs_To
Gene,AKT1S1,Organism,9606,Belongs_To
Gene,COPS7B,Organism,9606,Belongs_To
Gene,CELF6,Organism,9606,Belongs_To
Gene,ECSCR,Organism,9606,Belongs_To
Gene,CDC20,Organism,9606,Belongs_To
Gene,CLTB,Organism,9606,Belongs_To
Gene,AQP1,Organism,9606,Belongs_To
Gene,AK3,Organism,9606,Belongs_To
Gene,CHIC2,Organism,9606,Belongs_To
Gene,CLDND2,Organism,9606,Belongs_To
Gene,DLGAP2,Organism,9606,Belongs_To
Gene,ADA2,Organism,9606,Belongs_To
Gene,ACBD4,Organism,9606,Belongs_To
Gene,APELA,Organism,9606,Belongs_To
Gene,AJM1,Organism,9606,Belongs_To
Gene,BORCS5,Organism,9606,Belongs_To
Gene,C1orf100,Organism,9606,Belongs_To
Gene,APOL4,Organism,9606,Belongs_To
Gene,DENND1A,Organism,9606,Belongs_To
Gene,CYP4Z2P,Organism,9606,Belongs_To
Gene,C16orf92,Organism,9606,Belongs_To
Gene,ADCY2,Organism,9606,Belongs_To
Gene,ATP8B1,Organism,9606,Belongs_To
Gene,CCDC86,Organism,9606,Belongs_To
Gene,DRD3,Organism,9606,Belongs_To
Gene,BBS5,Organism,9606,Belongs_To
Gene,B3GNT3,Organism,9606,Belongs_To
Gene,DEFB4A,Organism,9606,Belongs_To
Gene,CENPJ,Organism,9606,Belongs_To
Gene,AKAP10,Organism,9606,Belongs_To
Gene,AMY2B,Organism,9606,Belongs_To
Gene,CLDN34,Organism,9606,Belongs_To
Gene,DUX4L9,Organism,9606,Belongs_To
Gene,CYSTM1,Organism,9606,Belongs_To
Gene,DYM,Organism,9606,Belongs_To
Gene,CD226,Organism,9606,Belongs_To
Gene,ACOT2,Organism,9606,Belongs_To
Gene,CDX1,Organism,9606,Belongs_To
Gene,AZGP1,Organism,9606,Belongs_To
Gene,C4orf46,Organism,9606,Belongs_To
Gene,ACTN4,Organism,9606,Belongs_To
Gene,ASAP1,Organism,9606,Belongs_To
Gene,DLGAP3,Organism,9606,Belongs_To
Gene,CLDND1,Organism,9606,Belongs_To
Gene,CAMK1,Organism,9606,Belongs_To
Gene,ANKDD1B,Organism,9606,Belongs_To
Gene,C3orf22,Organism,9606,Belongs_To
Gene,CREBRF,Organism,9606,Belongs_To
Gene,DENND2C,Organism,9606,Belongs_To
Gene,CCL26,Organism,9606,Belongs_To
Gene,DENND2A,Organism,9606,Belongs_To
Gene,APOC4,Organism,9606,Belongs_To
Gene,ALDH1A3,Organism,9606,Belongs_To
Gene,COL27A1,Organism,9606,Belongs_To
Gene,ADAMTS12,Organism,9606,Belongs_To
Gene,COQ8B,Organism,9606,Belongs_To
Gene,DCLRE1B,Organism,9606,Belongs_To
Gene,DCAF11,Organism,9606,Belongs_To
Gene,EGF,Organism,9606,Belongs_To
Gene,DDX47,Organism,9606,Belongs_To
Gene,BRSK2,Organism,9606,Belongs_To
Gene,EFCC1,Organism,9606,Belongs_To
Gene,BASP1,Organism,9606,Belongs_To
Gene,BRAP,Organism,9606,Belongs_To
Gene,BET1L,Organism,9606,Belongs_To
Gene,CXCL5,Organism,9606,Belongs_To
Gene,ADGRB1,Organism,9606,Belongs_To
Gene,CSTF2T,Organism,9606,Belongs_To
Gene,CLEC11A,Organism,9606,Belongs_To
Gene,C18orf15,Organism,9606,Belongs_To
Gene,CHST4,Organism,9606,Belongs_To
Gene,ASGR2,Organism,9606,Belongs_To
Gene,ARHGAP33,Organism,9606,Belongs_To
Gene,DBNL,Organism,9606,Belongs_To
Gene,DISP2,Organism,9606,Belongs_To
Gene,CDCA3,Organism,9606,Belongs_To
Gene,BDKRB2,Organism,9606,Belongs_To
Gene,ATG5,Organism,9606,Belongs_To
Gene,COPA,Organism,9606,Belongs_To
Gene,COX5A,Organism,9606,Belongs_To
Gene,CTXN2,Organism,9606,Belongs_To
Gene,ALX4,Organism,9606,Belongs_To
Gene,BTAF1,Organism,9606,Belongs_To
Gene,BEX5,Organism,9606,Belongs_To
Gene,CCDC28A,Organism,9606,Belongs_To
Gene,CHRD,Organism,9606,Belongs_To
Gene,CALHM3,Organism,9606,Belongs_To
Gene,DCDC2,Organism,9606,Belongs_To
Gene,CHCHD3,Organism,9606,Belongs_To
Gene,DEFB127,Organism,9606,Belongs_To
Gene,ARL16,Organism,9606,Belongs_To
Gene,CYP4A22,Organism,9606,Belongs_To
Gene,ADAMTS15,Organism,9606,Belongs_To
Gene,DDX12P,Organism,9606,Belongs_To
Gene,CT45A5,Organism,9606,Belongs_To
Gene,ACOT8,Organism,9606,Belongs_To
Gene,ATXN3,Organism,9606,Belongs_To
Gene,CCDC177,Organism,9606,Belongs_To
Gene,CPEB1,Organism,9606,Belongs_To
Gene,DNTT,Organism,9606,Belongs_To
Gene,ADCY6,Organism,9606,Belongs_To
Gene,CYC1,Organism,9606,Belongs_To
Gene,E2F1,Organism,9606,Belongs_To
Gene,DPM1,Organism,9606,Belongs_To
Gene,CTDSPL,Organism,9606,Belongs_To
Gene,DANCR,Organism,9606,Belongs_To
Gene,CLCN1,Organism,9606,Belongs_To
Gene,CST8,Organism,9606,Belongs_To
Gene,COG2,Organism,9606,Belongs_To
Gene,CRYAA,Organism,9606,Belongs_To
Gene,ARAP1,Organism,9606,Belongs_To
Gene,COL4A5,Organism,9606,Belongs_To
Gene,ACD,Organism,9606,Belongs_To
Gene,CCDC137,Organism,9606,Belongs_To
Gene,CGB1,Organism,9606,Belongs_To
Gene,EEF1AKMT3,Organism,9606,Belongs_To
Gene,ACOT1,Organism,9606,Belongs_To
Gene,CLU,Organism,9606,Belongs_To
Gene,ATXN2,Organism,9606,Belongs_To
Gene,DTWD2,Organism,9606,Belongs_To
Gene,AP1S3,Organism,9606,Belongs_To
Gene,CHCHD4,Organism,9606,Belongs_To
Gene,C20orf141,Organism,9606,Belongs_To
Gene,CLN6,Organism,9606,Belongs_To
Gene,COL11A2,Organism,9606,Belongs_To
Gene,CASS4,Organism,9606,Belongs_To
Gene,AKR7A3,Organism,9606,Belongs_To
Gene,DEPDC1B,Organism,9606,Belongs_To
Gene,ATP5MD,Organism,9606,Belongs_To
Gene,CACNG2,Organism,9606,Belongs_To
Gene,BTBD3,Organism,9606,Belongs_To
Gene,DPPA4,Organism,9606,Belongs_To
Gene,DTWD1,Organism,9606,Belongs_To
Gene,C17orf78,Organism,9606,Belongs_To
Gene,CYP11B2,Organism,9606,Belongs_To
Gene,C16orf97,Organism,9606,Belongs_To
Gene,CKAP4,Organism,9606,Belongs_To
Gene,CEP135,Organism,9606,Belongs_To
Gene,ABRACL,Organism,9606,Belongs_To
Gene,DUSP13,Organism,9606,Belongs_To
Gene,ABCC1,Organism,9606,Belongs_To
Gene,ALG1,Organism,9606,Belongs_To
Gene,BLCAP,Organism,9606,Belongs_To
Gene,CDH6,Organism,9606,Belongs_To
Gene,EBPL,Organism,9606,Belongs_To
Gene,DCTN1,Organism,9606,Belongs_To
Gene,C17orf102,Organism,9606,Belongs_To
Gene,AIMP2,Organism,9606,Belongs_To
Gene,CYP8B1,Organism,9606,Belongs_To
Gene,CAV2,Organism,9606,Belongs_To
Gene,DAAM1,Organism,9606,Belongs_To
Gene,C4orf54,Organism,9606,Belongs_To
Gene,C1orf53,Organism,9606,Belongs_To
Gene,CCSER1,Organism,9606,Belongs_To
Gene,CFDP1,Organism,9606,Belongs_To
Gene,CDC42EP4,Organism,9606,Belongs_To
Gene,CHAF1B,Organism,9606,Belongs_To
Gene,CREB3L4,Organism,9606,Belongs_To
Gene,EDF1,Organism,9606,Belongs_To
Gene,DERL2,Organism,9606,Belongs_To
Gene,DPT,Organism,9606,Belongs_To
Gene,ALG10,Organism,9606,Belongs_To
Gene,ACTL6B,Organism,9606,Belongs_To
Gene,B4GALT3,Organism,9606,Belongs_To
Gene,CENPT,Organism,9606,Belongs_To
Gene,AMMECR1,Organism,9606,Belongs_To
Gene,DNALI1,Organism,9606,Belongs_To
Gene,CHRNA6,Organism,9606,Belongs_To
Gene,C1R,Organism,9606,Belongs_To
Gene,CFAP58,Organism,9606,Belongs_To
Gene,ABHD12B,Organism,9606,Belongs_To
Gene,ATAD3B,Organism,9606,Belongs_To
Gene,ARHGEF19,Organism,9606,Belongs_To
Gene,DNAH17,Organism,9606,Belongs_To
Gene,ECD,Organism,9606,Belongs_To
Gene,AIRE,Organism,9606,Belongs_To
Gene,EFCAB5,Organism,9606,Belongs_To
Gene,BTBD7,Organism,9606,Belongs_To
Gene,ARPC2,Organism,9606,Belongs_To
Gene,CYB5B,Organism,9606,Belongs_To
Gene,AKR1D1,Organism,9606,Belongs_To
Gene,BOK,Organism,9606,Belongs_To
Gene,CIDEB,Organism,9606,Belongs_To
Gene,CDON,Organism,9606,Belongs_To
Gene,EDN2,Organism,9606,Belongs_To
Gene,C1QTNF12,Organism,9606,Belongs_To
Gene,CIRBP,Organism,9606,Belongs_To
Gene,COL12A1,Organism,9606,Belongs_To
Gene,CCDC71,Organism,9606,Belongs_To
Gene,COL6A1,Organism,9606,Belongs_To
Gene,CXCL12,Organism,9606,Belongs_To
Gene,ABCB7,Organism,9606,Belongs_To
Gene,CAD,Organism,9606,Belongs_To
Gene,C11orf86,Organism,9606,Belongs_To
Gene,CIB3,Organism,9606,Belongs_To
Gene,B4GALT5,Organism,9606,Belongs_To
Gene,BABAM2,Organism,9606,Belongs_To
Gene,DUXB,Organism,9606,Belongs_To
Gene,CCDC181,Organism,9606,Belongs_To
Gene,DDI2,Organism,9606,Belongs_To
Gene,CHN1,Organism,9606,Belongs_To
Gene,CUL1,Organism,9606,Belongs_To
Gene,CYB5R3,Organism,9606,Belongs_To
Gene,ARHGAP5-AS1,Organism,9606,Belongs_To
Gene,BAGE3,Organism,9606,Belongs_To
Gene,CCL3L1,Organism,9606,Belongs_To
Gene,CPO,Organism,9606,Belongs_To
Gene,DKC1,Organism,9606,Belongs_To
Gene,DCAF4,Organism,9606,Belongs_To
Gene,ADGRG2,Organism,9606,Belongs_To
Gene,C9orf78,Organism,9606,Belongs_To
Gene,CBLN2,Organism,9606,Belongs_To
Gene,ARIH2,Organism,9606,Belongs_To
Gene,DELE1,Organism,9606,Belongs_To
Gene,CYP4B1,Organism,9606,Belongs_To
Gene,CCDC149,Organism,9606,Belongs_To
Gene,ASF1A,Organism,9606,Belongs_To
Gene,ATOX1,Organism,9606,Belongs_To
Gene,BEX1,Organism,9606,Belongs_To
Gene,ARF5,Organism,9606,Belongs_To
Gene,EFNA4,Organism,9606,Belongs_To
Gene,COL2A1,Organism,9606,Belongs_To
Gene,CPNE6,Organism,9606,Belongs_To
Gene,AMFR,Organism,9606,Belongs_To
Gene,CTSS,Organism,9606,Belongs_To
Gene,AS3MT,Organism,9606,Belongs_To
Gene,C2orf83,Organism,9606,Belongs_To
Gene,DTD1,Organism,9606,Belongs_To
Gene,AK2,Organism,9606,Belongs_To
Gene,ACSS2,Organism,9606,Belongs_To
Gene,ARFGAP3,Organism,9606,Belongs_To
Gene,CHIC2,Cell/Tissue,SIDM00252,Is_Mutated_In
Gene,DEFB125,Cell/Tissue,SIDM00318,Is_Mutated_In
Gene,C1QTNF7,Cell/Tissue,SIDM01194,Is_Mutated_In
Gene,C16orf92,Cell/Tissue,SIDM00698,Is_Mutated_In
Gene,AK2,Cell/Tissue,SIDM00114,Is_Mutated_In
Gene,CHRNA6,Cell/Tissue,SIDM00604,Is_Mutated_In
Gene,CDX1,Cell/Tissue,SIDM00475,Is_Mutated_In
Gene,COPS7B,Cell/Tissue,SIDM00136,Is_Mutated_In
Gene,AKR1D1,Cell/Tissue,SIDM01169,Is_Mutated_In
Gene,APOA5,Cell/Tissue,SIDM01139,Is_Mutated_In
Gene,ARL16,Cell/Tissue,SIDM00121,Is_Mutated_In
Gene,COL11A2,Cell/Tissue,SIDM00875,Is_Mutated_In
Gene,C9orf78,Cell/Tissue,SIDM01194,Is_Mutated_In
Gene,CHGA,Cell/Tissue,SIDM00750,Is_Mutated_In
Gene,DLGAP3,Cell/Tissue,SIDM00935,Is_Mutated_In
Gene,ANGPTL5,Cell/Tissue,SIDM00512,Is_Mutated_In
Gene,ASAP2,Cell/Tissue,SIDM00735,Is_Mutated_In
Gene,CIDEB,Cell/Tissue,SIDM00890,Is_Mutated_In
Gene,CGB1,Cell/Tissue,SIDM00448,Is_Mutated_In
Gene,APIP,Cell/Tissue,SIDM00454,Is_Mutated_In
Gene,DLGAP2,Cell/Tissue,SIDM00881,Is_Mutated_In
Gene,C9orf78,Cell/Tissue,SIDM00581,Is_Mutated_In
Gene,DPT,Cell/Tissue,SIDM00112,Is_Mutated_In
Gene,DUX4L9,Cell/Tissue,SIDM00489,Is_Mutated_In
Gene,DELE1,Cell/Tissue,SIDM00853,Is_Mutated_In
Gene,BOK,Cell/Tissue,SIDM00969,Is_Mutated_In
Gene,ARHGAP5-AS1,Cell/Tissue,SIDM01169,Is_Mutated_In
Gene,ACTL6B,Cell/Tissue,SIDM00627,Is_Mutated_In
Gene,DPM1,Cell/Tissue,SIDM00206,Is_Mutated_In
Gene,CXCL12,Cell/Tissue,SIDM00296,Is_Mutated_In
Gene,CELA2A,Cell/Tissue,SIDM00134,Is_Mutated_In
Gene,CLEC20A,Cell/Tissue,SIDM00181,Is_Mutated_In
Gene,ATOX1,Cell/Tissue,SIDM00611,Is_Mutated_In
Gene,COL4A5,Cell/Tissue,SIDM00513,Is_Mutated_In
Gene,CCDC137,Cell/Tissue,SIDM00114,Is_Mutated_In
Gene,ASGR2,Cell/Tissue,SIDM00150,Is_Mutated_In
Gene,EGF,Cell/Tissue,SIDM00698,Is_Mutated_In
Gene,DERL2,Cell/Tissue,SIDM00853,Is_Mutated_In
Gene,DDX6,Cell/Tissue,SIDM01210,Is_Mutated_In
Gene,CRYAA,Cell/Tissue,SIDM00909,Is_Mutated_In
Gene,COPS7B,Cell/Tissue,SIDM01259,Is_Mutated_In
Gene,ALDH1A3,Cell/Tissue,SIDM00274,Is_Mutated_In
Gene,AZIN2,Cell/Tissue,SIDM01155,Is_Mutated_In
Gene,DRC3,Cell/Tissue,SIDM00816,Is_Mutated_In
Gene,CHIC2,Cell/Tissue,SIDM00926,Is_Mutated_In
Gene,CIB3,Cell/Tissue,SIDM00319,Is_Mutated_In
Gene,CIRBP,Cell/Tissue,SIDM00499,Is_Mutated_In
Gene,AMY2B,Cell/Tissue,SIDM00206,Is_Mutated_In
Gene,AZIN2,Cell/Tissue,SIDM00817,Is_Mutated_In
Gene,C11orf86,Cell/Tissue,SIDM00513,Is_Mutated_In
Gene,CPNE6,Cell/Tissue,SIDM01205,Is_Mutated_In
Gene,BIRC6,Cell/Tissue,SIDM00451,Is_Mutated_In
Gene,BMP1,Cell/Tissue,SIDM01060,Is_Mutated_In
Gene,DLGAP3,Cell/Tissue,SIDM00499,Is_Mutated_In
Gene,APIP,Cell/Tissue,SIDM00406,Is_Mutated_In
Gene,ADGRG2,Cell/Tissue,SIDM00927,Is_Mutated_In
Gene,CLEC20A,Cell/Tissue,SIDM00363,Is_Mutated_In
Gene,AS3MT,Cell/Tissue,SIDM00253,Is_Mutated_In
Gene,CCDC177,Cell/Tissue,SIDM00989,Is_Mutated_In
Gene,C2CD4D,Cell/Tissue,SIDM00252,Is_Mutated_In
Gene,BRSK2,Cell/Tissue,SIDM00363,Is_Mutated_In
Gene,DEFA5,Cell/Tissue,SIDM00150,Is_Mutated_In
Gene,ARHGAP33,Cell/Tissue,SIDM01191,Is_Mutated_In
Gene,EED,Cell/Tissue,SIDM00778,Is_Mutated_In
Gene,CELA2A,Cell/Tissue,SIDM00120,Is_Mutated_In
Gene,ARIH2,Cell/Tissue,SIDM00047,Is_Mutated_In
Gene,ADA2,Cell/Tissue,SIDM01220,Is_Mutated_In
Gene,AMMECR1,Cell/Tissue,SIDM00134,Is_Mutated_In
Gene,CST8,Cell/Tissue,SIDM00920,Is_Mutated_In
Gene,CELA2A,Cell/Tissue,SIDM00973,Is_Mutated_In
Gene,CEP70,Cell/Tissue,SIDM00801,Is_Mutated_In
Gene,BRAP,Cell/Tissue,SIDM00394,Is_Mutated_In
Gene,ABRACL,Cell/Tissue,SIDM00051,Is_Mutated_In
Gene,CYP4A22,Cell/Tissue,SIDM00581,Is_Mutated_In
Gene,AMY1A,Cell/Tissue,SIDM00220,Is_Mutated_In
Gene,ACBD4,Cell/Tissue,SIDM00299,Is_Mutated_In
Gene,C4orf46,Cell/Tissue,SIDM00684,Is_Mutated_In
Gene,COL4A5,Cell/Tissue,SIDM00413,Is_Mutated_In
Gene,CLDND1,Cell/Tissue,SIDM00781,Is_Mutated_In
Gene,CHRNA6,Cell/Tissue,SIDM00816,Is_Mutated_In
Gene,CLEC16A,Cell/Tissue,SIDM00136,Is_Mutated_In
Gene,ADAMTS15,Cell/Tissue,SIDM00929,Is_Mutated_In
Gene,CTCFL,Cell/Tissue,SIDM00253,Is_Mutated_In
Gene,ARAP1,Cell/Tissue,SIDM01169,Is_Mutated_In
Gene,ALDH1A3,Cell/Tissue,SIDM00529,Is_Mutated_In
Gene,CSRNP3,Cell/Tissue,SIDM00407,Is_DEG_In
Gene,BRSK2,Cell/Tissue,SIDM00602,Is_DEG_In
Gene,EDN2,Cell/Tissue,SIDM00801,Is_DEG_In
Gene,BEX1,Cell/Tissue,SIDM00326,Is_DEG_In
Gene,DANCR,Cell/Tissue,SIDM00293,Is_DEG_In
Gene,COL27A1,Cell/Tissue,SIDM00355,Is_DEG_In
Gene,CHCHD3,Cell/Tissue,SIDM01194,Is_DEG_In
Gene,CNBD2,Cell/Tissue,SIDM00480,Is_DEG_In
Gene,ACOT8,Cell/Tissue,SIDM00414,Is_DEG_In
Gene,B4GALT5,Cell/Tissue,SIDM00657,Is_DEG_In
Gene,ACTN4,Cell/Tissue,SIDM00831,Is_DEG_In
Gene,C9orf57,Cell/Tissue,SIDM00560,Is_DEG_In
Gene,DENND1A,Cell/Tissue,SIDM01032,Is_DEG_In
Gene,CLDND2,Cell/Tissue,SIDM00313,Is_DEG_In
Gene,CYSTM1,Cell/Tissue,SIDM00889,Is_DEG_In
Gene,BRAP,Cell/Tissue,SIDM00730,Is_DEG_In
Gene,EGF,Cell/Tissue,SIDM00910,Is_DEG_In
Gene,BORCS5,Cell/Tissue,SIDM01017,Is_DEG_In
Gene,C1QTNF2,Cell/Tissue,SIDM00611,Is_DEG_In
Gene,CRYAA,Cell/Tissue,SIDM01040,Is_DEG_In
Gene,CPO,Cell/Tissue,SIDM00211,Is_DEG_In
Gene,AZGP1,Cell/Tissue,SIDM00538,Is_DEG_In
Gene,CDCA3,Cell/Tissue,SIDM00560,Is_DEG_In
Gene,DCAF4,Cell/Tissue,SIDM01039,Is_DEG_In
Gene,C8orf49,Cell/Tissue,SIDM01169,Is_DEG_In
Gene,ATG5,Cell/Tissue,SIDM01101,Is_DEG_In
Gene,DCTN1,Cell/Tissue,SIDM00413,Is_DEG_In
Gene,DUXB,Cell/Tissue,SIDM00198,Is_DEG_In
Gene,ANKRD62,Cell/Tissue,SIDM00332,Is_DEG_In
Gene,CELA2A,Cell/Tissue,SIDM00112,Is_DEG_In
Gene,DKC1,Cell/Tissue,SIDM00206,Is_DEG_In
Gene,CLEC16A,Cell/Tissue,SIDM00210,Is_DEG_In
Gene,CLN6,Cell/Tissue,SIDM00881,Is_DEG_In
Gene,CCL26,Cell/Tissue,SIDM00320,Is_DEG_In
Gene,ADGRG2,Cell/Tissue,SIDM01032,Is_DEG_In
Gene,CHN1,Cell/Tissue,SIDM00426,Is_DEG_In
Gene,CLCN1,Cell/Tissue,SIDM00413,Is_DEG_In
Gene,ACSS2,Cell/Tissue,SIDM00091,Is_DEG_In
Gene,DDI2,Cell/Tissue,SIDM00493,Is_DEG_In
Gene,CRTC3,Cell/Tissue,SIDM01220,Is_DEG_In
Gene,ARFGAP3,Cell/Tissue,SIDM00961,Is_DEG_In
Gene,E2F1,Cell/Tissue,SIDM00749,Is_DEG_In
Gene,CYP4A22,Cell/Tissue,SIDM00049,Is_DEG_In
Gene,ACSS2,Cell/Tissue,SIDM00499,Is_DEG_In
Gene,CLU,Cell/Tissue,SIDM00929,Is_DEG_In
Gene,ANKDD1B,Cell/Tissue,SIDM00392,Is_DEG_In
Gene,CRABP2,Cell/Tissue,SIDM00301,Is_DEG_In
Gene,ECSCR,Cell/Tissue,SIDM00281,Is_DEG_In
Gene,CRABP2,Cell/Tissue,SIDM01032,Is_DEG_In
Gene,DDX12P,Cell/Tissue,SIDM00829,Is_DEG_In
Gene,ARPC2,Cell/Tissue,SIDM01000,Is_DEG_In
Gene,ARIH2,Cell/Tissue,SIDM00632,Is_DEG_In
Gene,ACSS2,Cell/Tissue,SIDM00284,Is_DEG_In
Gene,COPS7B,Cell/Tissue,SIDM00483,Is_DEG_In
Gene,DERL2,Cell/Tissue,SIDM00043,Is_DEG_In
Gene,CYP8B1,Cell/Tissue,SIDM00853,Is_DEG_In
Gene,CKMT2,Cell/Tissue,SIDM00817,Is_DEG_In
Gene,EFCC1,Cell/Tissue,SIDM00472,Is_DEG_In
Gene,CAV2,Cell/Tissue,SIDM00296,Is_DEG_In
Gene,CYP4Z2P,Cell/Tissue,SIDM01060,Is_DEG_In
Gene,CLEC16A,Cell/Tissue,SIDM00198,Is_DEG_In
Gene,AMOT,Cell/Tissue,SIDM01150,Is_DEG_In
Gene,CLCN1,Cell/Tissue,SIDM00319,Is_DEG_In
Gene,CUL1,Cell/Tissue,SIDM00513,Is_DEG_In
Gene,ASAP1,Cell/Tissue,SIDM00475,Is_DEG_In
Gene,BCS1L,Cell/Tissue,SIDM01039,Is_DEG_In
Gene,CD53,Cell/Tissue,SIDM00292,Is_DEG_In
Gene,DYNLL1,Cell/Tissue,SIDM01026,Is_DEG_In
Gene,CKAP4,Cell/Tissue,SIDM00909,Is_DEG_In
Gene,ADCY6,Cell/Tissue,SIDM00150,Is_DEG_In
Gene,CHIC2,Cell/Tissue,SIDM00538,Is_DEG_In
Gene,CYSTM1,Cell/Tissue,SIDM01146,Is_DEG_In
Gene,CREB3L4,Cell/Tissue,SIDM00115,Is_DEG_In
Gene,DRC3,Cell/Tissue,SIDM00829,Is_DEG_In
Gene,BEX1,Cell/Tissue,SIDM00920,Is_DEG_In
Gene,CREBRF,Cell/Tissue,SIDM01105,Is_DEG_In
Gene,ANKRD62,Cell/Tissue,SIDM00657,Is_DEG_In
Gene,CYP4A22,Cell/Tissue,SIDM00910,Is_DEG_In
